SampleID,SPECIES,ResistanceMechanism,original_path,measured_path,n_antibiotics,n_resistant,n_susceptible,n_intermediate,antibiotic_context
4.43.1,Serratia marcescens,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.43.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.43.1. measured.jpg,16,2,14,0,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}]"
4.44.1,Klebsiella aerogenes,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.44.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.44.1. measured.jpg,16,4,12,0,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}]"
4.45.1,Serratia marcescens,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.45.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.45.1. measured.jpg,16,4,10,2,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'I'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 18.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}]"
4.46.1,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.46.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.46.1. measured.jpg,16,1,15,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 38.0, 'Interpretation': 'S'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'FF', 'Antibiotic': 'Fosfomycin', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}]"
4.47.1,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.47.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.47.1. measured.jpg,15,9,6,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 18.0, 'Interpretation': 'R'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 9.0, 'Interpretation': 'R'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 11.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}]"
4.48.1,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.48.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.48.1. measured.jpg,15,1,14,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 37.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}]"
4.49.1,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.49.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.49.1. measured.jpg,16,5,11,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 15.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'FF', 'Antibiotic': 'Fosfomycin', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'R'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}]"
4.5.1,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.5.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.5.1. measured.jpg,16,0,16,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 40.0, 'Interpretation': 'S'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 38.0, 'Interpretation': 'S'}, {'Abbreviation': 'FF', 'Antibiotic': 'Fosfomycin', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 40.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}]"
4.50.1,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.50.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.50.1. measured.jpg,16,0,16,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 38.0, 'Interpretation': 'S'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'FF', 'Antibiotic': 'Fosfomycin', 'ZoneDiameter_mm': 36.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}]"
4.51.1,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.51.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.51.1. measured.jpg,16,0,16,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'FF', 'Antibiotic': 'Fosfomycin', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}]"
4.52.1,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/4.52.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/4.52.1. measured.jpg,16,0,16,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 29.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 18.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'FF', 'Antibiotic': 'Fosfomycin', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 26.0, 'Interpretation': 'S'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 35.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}]"
